Authors,Author Ids,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,Link,Document Type,Source,EID
"Domínguez-Torreiro M., Soliño M.","6508324105;25629068500;","Provided and perceived status quo in choice experiments: Implications for valuing the outputs of multifunctional rural areas",2011,"Ecological Economics","70","12",,"2523","2531",,27,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-80053335264&doi=10.1016%2fj.ecolecon.2011.08.021&partnerID=40&md5=4ca1c14ac91147378a3049f22d4fe5eb",Article,Scopus,2-s2.0-80053335264
"Christie M., Gibbons J.","7102359765;7201472907;","The effect of individual 'ability to choose' (scale heterogeneity) on the valuation of environmental goods",2011,"Ecological Economics","70","12",,"2250","2257",,14,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-80053324849&doi=10.1016%2fj.ecolecon.2011.07.011&partnerID=40&md5=f762a3d727212c851e3bf024eb5a44ac",Article,Scopus,2-s2.0-80053324849
"Gracia A., Loureiro M.L., Nayga R.M.","35264340400;7005055008;7003839193;","Are valuations from nonhypothetical choice experiments different from those of experimental auctions?",2011,"American Journal of Agricultural Economics","93","5",,"1358","1373",,25,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-80054909082&doi=10.1093%2fajae%2faar054&partnerID=40&md5=308cd770601aa2ca8b8d4456144cf7bb",Article,Scopus,2-s2.0-80054909082
"Achtnicht M.","36006218100;","Do environmental benefits matter? Evidence from a choice experiment among house owners in Germany",2011,"Ecological Economics","70","11",,"2191","2200",,54,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-80052021904&doi=10.1016%2fj.ecolecon.2011.06.026&partnerID=40&md5=50917188bc4d81a518dd4eeb2d46b017",Article,Scopus,2-s2.0-80052021904
"Sælen H., Kallbekken S.","36572551000;8679103400;","A choice experiment on fuel taxation and earmarking in Norway",2011,"Ecological Economics","70","11",,"2181","2190",,25,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-80052036690&doi=10.1016%2fj.ecolecon.2011.06.024&partnerID=40&md5=4236c1b4269c0dce8c702e7459c9bc08",Article,Scopus,2-s2.0-80052036690
"Johnston R.J., Segerson K., Schultz E.T., Besedin E.Y., Ramachandran M.","7403679025;6701914037;7102453922;8703974100;57196964780;","Indices of biotic integrity in stated preference valuation of aquatic ecosystem services",2011,"Ecological Economics","70","11",,"1946","1956",,31,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-80052035919&doi=10.1016%2fj.ecolecon.2011.06.018&partnerID=40&md5=5a41732b84714e27b1b10a52f263f7aa",Article,Scopus,2-s2.0-80052035919
"Veettil P.C., Speelman S., Frija A., Buysse J., Van Huylenbroeck G.","36646864900;24172138400;26664448200;15830910100;56232477200;","Complementarity between water pricing, water rights and local water governance: A Bayesian analysis of choice behaviour of farmers in the Krishna river basin, India",2011,"Ecological Economics","70","10",,"1756","1766",,21,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-79959825569&doi=10.1016%2fj.ecolecon.2011.04.018&partnerID=40&md5=cf3c6691808a49ea1cfdb177bf1e0a85",Article,Scopus,2-s2.0-79959825569
"Tonsor G.T., Shupp R.S.","8716854100;6507069894;","Cheap talk scripts and online choice experiments: ""Looking beyond the mean""",2011,"American Journal of Agricultural Economics","93","4",,"1015","1031",,31,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-80052597386&doi=10.1093%2fajae%2faar036&partnerID=40&md5=2a12a83b53ca76bfa0164915ac78f5a6",Article,Scopus,2-s2.0-80052597386
"Torres C., Hanley N., Riera A.","37103066200;7005750378;36657697800;","How wrong can you be? Implications of incorrect utility function specification for welfare measurement in choice experiments",2011,"Journal of Environmental Economics and Management","62","1",,"111","121",,17,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-79958797481&doi=10.1016%2fj.jeem.2010.11.007&partnerID=40&md5=658d6d78a6e2d9f48f3dccf714e29e6c",Article,Scopus,2-s2.0-79958797481
"Christensen T., Pedersen A.B., Nielsen H.O., Mørkbak M.R., Hasler B., Denver S.","35104599600;7202801572;57153398500;34873153600;56233200700;18133721900;","Determinants of farmers' willingness to participate in subsidy schemes for pesticide-free buffer zones-A choice experiment study",2011,"Ecological Economics","70","8",,"1558","1564",,70,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-79956143514&doi=10.1016%2fj.ecolecon.2011.03.021&partnerID=40&md5=4ef852eb5ec83e879f99bcc6f64079dd",Article,Scopus,2-s2.0-79956143514
"Carlsson F., Kataria M., Lampi E., Löfgren Å., Sterner T.","7006565467;26648777400;6507663510;7006136452;7003689925;","Is fairness blind?-The effect of framing on preferences for effort-sharing rules",2011,"Ecological Economics","70","8",,"1529","1535",,8,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-79956095820&doi=10.1016%2fj.ecolecon.2011.03.015&partnerID=40&md5=d7f3c3cc6aac1b7112a43ffb4b23390d",Article,Scopus,2-s2.0-79956095820
"Juutinen A., Mitani Y., Mäntymaa E., Shoji Y., Siikamäki P., Svento R.","35609993800;24773718600;6508155182;7103266441;6701760794;56032109800;","Combining ecological and recreational aspects in national park management: A choice experiment application",2011,"Ecological Economics","70","6",,"1231","1239",,54,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-79953770136&doi=10.1016%2fj.ecolecon.2011.02.006&partnerID=40&md5=5f4584cbf87590c9b38e523545554c6f",Article,Scopus,2-s2.0-79953770136
"Jacobsen J.B., Lundhede T.H., Martinsen L., Hasler B., Thorsen B.J.","35773326500;15848753300;23095002300;56233200700;6701749452;","Embedding effects in choice experiment valuations of environmental preservation projects",2011,"Ecological Economics","70","6",,"1170","1177",,15,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-79953759043&doi=10.1016%2fj.ecolecon.2011.01.013&partnerID=40&md5=7b94b82c87bc8b3bbc4cce5b41c7ebe4",Article,Scopus,2-s2.0-79953759043
"Onozaka Y., McFadden D.T.","42462212700;35410132200;","Does local labeling complement or compete with other sustainable labels? A conjoint analysis of direct and joint values for fresh produce claim",2011,"American Journal of Agricultural Economics","93","3",,"689","702",,121,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-79960355212&doi=10.1093%2fajae%2faar005&partnerID=40&md5=f3f7bfe91a3a798282558c4d6961d2f5",Article,Scopus,2-s2.0-79960355212
"Bullock C.H., Collier M.","7004405918;24477392600;","When the public good conflicts with an apparent preference for unsustainable behaviour",2011,"Ecological Economics","70","5",,"971","977",,12,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-79952071273&doi=10.1016%2fj.ecolecon.2010.12.013&partnerID=40&md5=59e0d8a702e938dc3bc7a1dd95e5d28e",Article,Scopus,2-s2.0-79952071273
"Adamowicz W., Dupont D., Krupnick A., Zhang J.","7003604078;7007035120;7003505417;36572807800;","Valuation of cancer and microbial disease risk reductions in municipal drinking water: An analysis of risk context using multiple valuation methods",2011,"Journal of Environmental Economics and Management","61","2",,"213","226",,42,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-79951549583&doi=10.1016%2fj.jeem.2010.10.003&partnerID=40&md5=96a73e4e9ab1396dd134b718e8afa0df",Article,Scopus,2-s2.0-79951549583
"Luisetti T., Bateman I.J., Kerry Turner R.","26026032800;7005934781;7801610318;","Testing the fundamental assumption of choice experiments: Are values absolute or relative?",2011,"Land Economics","87","2",,"284","296",,19,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-79951884397&doi=10.3368%2fle.87.2.284&partnerID=40&md5=40b69c6f4617420742b0f42a6ebf0b13",Article,Scopus,2-s2.0-79951884397
"Qin P., Carlsson F., Xu J.","55737918800;7006565467;7408551539;","Forest tenure reform in China: A choice experiment on farmers' property rights preferences",2011,"Land Economics","87","3",,"473","487",,18,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-80053265202&doi=10.3368%2fle.87.3.473&partnerID=40&md5=cac7bebe4f51866232406d14eb8a11c7",Article,Scopus,2-s2.0-80053265202
"Hensher D.A., Beck M.J., Rose J.M.","7006695697;36561141700;7404390899;","Accounting for Preference and Scale Heterogeneity in Establishing Whether it Matters Who is Interviewed to Reveal Household Automobile Purchase Preferences",2011,"Environmental and Resource Economics","49","1",,"1","22",,19,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-79955796027&doi=10.1007%2fs10640-010-9420-3&partnerID=40&md5=97c49e117452e3930b7f921bc38ff5db",Article,Scopus,2-s2.0-79955796027
"Chowdhury S., Meenakshi J.V., Tomlins K.I., Owori C.","7201666394;6602327694;9036710800;35488887700;","Are consumers in developing countries willing to pay more for micronutrient-dense biofortified foods? Evidence from a field experiment in Uganda",2011,"American Journal of Agricultural Economics","93","1",,"83","97",,50,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-79952948077&doi=10.1093%2fajae%2faaq121&partnerID=40&md5=38567a82d6c51ef63492ee0fbf1478cb",Article,Scopus,2-s2.0-79952948077
"Alberini A., Ščasný M.","6701713403;57195376392;","Context and the VSL: Evidence from a Stated Preference Study in Italy and the Czech Republic",2011,"Environmental and Resource Economics","49","4",,"511","538",,27,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-79960132668&doi=10.1007%2fs10640-010-9444-8&partnerID=40&md5=4627cbfea0c46c03cbb4e67249e0e86a",Article,Scopus,2-s2.0-79960132668
"Carlsson F., Kataria M., Lampi E.","7006565467;26648777400;6507663510;","Do EPA administrators recommend environmental policies that citizens want?",2011,"Land Economics","87","1",,"60","74",,14,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-78650248025&doi=10.3368%2fle.87.1.60&partnerID=40&md5=399e7aa34091bedacef63a5f58cac91b",Article,Scopus,2-s2.0-78650248025
"Lusk J.L., Brooks K.","7004997535;36477082100;","Who participates in household scanning panels?",2011,"American Journal of Agricultural Economics","93","1",,"226","240",,26,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-79952938351&doi=10.1093%2fajae%2faaq123&partnerID=40&md5=594568e808c6da76aa1657edb1545b9b",Article,Scopus,2-s2.0-79952938351
"Vermeulen B., Goos P., Scarpa R., Vandebroek M.","57191834413;8659783000;7101679887;6602150722;","Bayesian Conjoint Choice Designs for Measuring Willingness to Pay",2011,"Environmental and Resource Economics","48","1",,"129","149",,23,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-78650177038&doi=10.1007%2fs10640-010-9401-6&partnerID=40&md5=b16f76fc1885e42a31a352f371dc8e47",Article,Scopus,2-s2.0-78650177038
"McVittie A., Moran D.","12797728400;57196944257;","Valuing the non-use benefits of marine conservation zones: An application to the UK Marine Bill",2010,"Ecological Economics","70","2",,"413","424",,43,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-78449232851&doi=10.1016%2fj.ecolecon.2010.09.013&partnerID=40&md5=84d0b53f431d8122cfd9f5ebc89ad660",Article,Scopus,2-s2.0-78449232851
"Hanley N., Czajkowski M., Hanley-Nickolls R., Redpath S.","7005750378;26655387000;36462508300;55401884400;","Economic values of species management options in human-wildlife conflicts: Hen Harriers in Scotland",2010,"Ecological Economics","70","1",,"107","113",,17,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-77957751709&doi=10.1016%2fj.ecolecon.2010.08.009&partnerID=40&md5=04b7494d9e54db274e4a1724a69f2662",Article,Scopus,2-s2.0-77957751709
"Zander K.K., Straton A.","23502639000;8573725700;","An economic assessment of the value of tropical river ecosystem services: Heterogeneous preferences among Aboriginal and non-Aboriginal Australians",2010,"Ecological Economics","69","12",,"2417","2426",,42,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-77956875917&doi=10.1016%2fj.ecolecon.2010.07.010&partnerID=40&md5=16e901416e3b6b7ae4db1a45ee112246",Article,Scopus,2-s2.0-77956875917
"Asrat S., Yesuf M., Carlsson F., Wale E.","36187974600;26649696000;7006565467;55925317000;","Farmers' preferences for crop variety traits: Lessons for on-farm conservation and technology adoption",2010,"Ecological Economics","69","12",,"2394","2401",,39,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-77957011646&doi=10.1016%2fj.ecolecon.2010.07.006&partnerID=40&md5=9fb3cecf70ff7a823be2d105d315f40c",Article,Scopus,2-s2.0-77957011646
"Westerberg V.H., Lifran R., Olsen S.B.","36190095000;15838427000;20535258800;","To restore or not? A valuation of social and ecological functions of the Marais des Baux wetland in Southern France",2010,"Ecological Economics","69","12",,"2383","2393",,34,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-77956996296&doi=10.1016%2fj.ecolecon.2010.07.005&partnerID=40&md5=2b0464058e7df5f88fb0e88440287685",Article,Scopus,2-s2.0-77956996296
"Brooks K., Lusk J.L.","36477082100;7004997535;","Stated and revealed preferences for organic and cloned milk: Combining choice experiment and scanner data",2010,"American Journal of Agricultural Economics","92","4",,"1229","1241",,39,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-77956628202&doi=10.1093%2fajae%2faaq054&partnerID=40&md5=ea2fc32c6cf6fc73803d727a5ea2d969",Article,Scopus,2-s2.0-77956628202
"Watanabe M.","56320968000;","Nonparametric estimation of mean willingness to pay from discrete response valuation data",2010,"American Journal of Agricultural Economics","92","4",,"1114","1135",,5,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-77956581945&doi=10.1093%2fajae%2faaq034&partnerID=40&md5=9d9b23785cbc0335ec0ea094c02adc67",Article,Scopus,2-s2.0-77956581945
"Jacobsen J.B., Thorsen B.J.","35773326500;6701749452;","Preferences for site and environmental functions when selecting forthcoming national parks",2010,"Ecological Economics","69","7",,"1532","1544",,28,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-77953129321&doi=10.1016%2fj.ecolecon.2010.02.013&partnerID=40&md5=011d5851a9b11e8ab718403502c35193",Article,Scopus,2-s2.0-77953129321
"Day B., Pinto Prades J.-L.","7203035599;6602465554;","Ordering anomalies in choice experiments",2010,"Journal of Environmental Economics and Management","59","3",,"271","285",,35,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-77950468392&doi=10.1016%2fj.jeem.2010.03.001&partnerID=40&md5=2351ce612f2f54632ae748421b9e4b0b",Article,Scopus,2-s2.0-77950468392
"Beharry-Borg N., Scarpa R.","26533770400;7101679887;","Valuing quality changes in Caribbean coastal waters for heterogeneous beach visitors",2010,"Ecological Economics","69","5",,"1124","1139",,60,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-77749346015&doi=10.1016%2fj.ecolecon.2009.12.007&partnerID=40&md5=98317e6aa1b39bab756910737ea78580",Article,Scopus,2-s2.0-77749346015
"Baskaran R., Cullen R., Colombo S.","35489952800;7007184937;56268441100;","Testing different types of benefit transfer in valuation of ecosystem services: New Zealand winegrowing case studies",2010,"Ecological Economics","69","5",,"1010","1022",,13,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-77649273838&doi=10.1016%2fj.ecolecon.2010.01.008&partnerID=40&md5=2c597896b936a1ae3b47fc0dd79594de",Article,Scopus,2-s2.0-77649273838
"Aoki K., Shen J., Saijo T.","35228767500;55726235900;7005362965;","Consumer reaction to information on food additives: Evidence from an eating experiment and a field survey",2010,"Journal of Economic Behavior and Organization","73","3",,"433","438",,20,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-77549087065&doi=10.1016%2fj.jebo.2009.11.007&partnerID=40&md5=0f5a3c4d112500d306d4bcc42c409713",Article,Scopus,2-s2.0-77549087065
"Birol E., Koundouri P., Kountouris Y.","14059648600;14060612200;18037524400;","Assessing the economic viability of alternative water resources in water-scarce regions: Combining economic valuation, cost-benefit analysis and discounting",2010,"Ecological Economics","69","4",,"839","847",,34,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-74549211999&doi=10.1016%2fj.ecolecon.2009.10.008&partnerID=40&md5=cd735d373c6603daac8e12ee8857a9df",Article,Scopus,2-s2.0-74549211999
"Kosenius A.-K.","35221580900;","Heterogeneous preferences for water quality attributes: The Case of eutrophication in the Gulf of Finland, the Baltic Sea",2010,"Ecological Economics","69","3",,"528","538",,49,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-71949131542&doi=10.1016%2fj.ecolecon.2009.08.030&partnerID=40&md5=824cee52b10f9d0b1e350bf58473eb75",Article,Scopus,2-s2.0-71949131542
"Ready R.C., Champ P.A., Lawton J.L.","7003690355;6602137541;36480175100;","Using respondent uncertainty to mitigate hypothetical bias in a stated choice experiment",2010,"Land Economics","86","2",,"363","381",,41,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-77953882242&doi=10.3368%2fle.86.2.363&partnerID=40&md5=505fecc03483bd21bc2a9eea26449cd8",Article,Scopus,2-s2.0-77953882242
"Brouwer R., Martin-Ortega J., Berbel J.","7102772121;26648830100;55944681800;","Spatial preference heterogeneity: A choice experiment",2010,"Land Economics","86","3",,"552","568",,78,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-77954621252&doi=10.3368%2fle.86.3.552&partnerID=40&md5=ffeca7f990394dc5d1adecddccbcfe78",Article,Scopus,2-s2.0-77954621252
"Mørkbak M.R., Christensen T., Gyrd-Hansen D.","34873153600;35104599600;7004595532;","Choke price bias in choice experiments",2010,"Environmental and Resource Economics","45","4",,"537","551",,33,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-77950690756&doi=10.1007%2fs10640-009-9327-z&partnerID=40&md5=d8cdb090bf7d1a5be95f7fae825aa656",Article,Scopus,2-s2.0-77950690756
"Scarpa R., Willis K.","7101679887;7101793427;","Willingness-to-pay for renewable energy: Primary and discretionary choice of British households' for micro-generation technologies",2010,"Energy Economics","32","1",,"129","136",,188,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-72249113123&doi=10.1016%2fj.eneco.2009.06.004&partnerID=40&md5=63536ff175bf30c3ca49a2f5a5b1e0fe",Article,Scopus,2-s2.0-72249113123
"Dietz S., Atkinson G.","21734306100;7102995230;","The equity-efficiency trade-off in environmental policy: Evidence from stated preferences",2010,"Land Economics","86","3",,"423","443",,17,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-77956165004&doi=10.3368%2fle.86.3.423&partnerID=40&md5=ad815a3b9ae8030b060074e3e52b2714",Article,Scopus,2-s2.0-77956165004
"Scarpa R., Thiene M., Hensher D.A.","7101679887;23006382300;7006695697;","Monitoring choice task attribute attendance in nonmarket valuation of multiple park management services: Does it matter?",2010,"Land Economics","86","4",,"817","839",,49,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-78049281528&doi=10.3368%2fle.86.4.817&partnerID=40&md5=981bfd9d8c75a0244a4c3f41d892f832",Article,Scopus,2-s2.0-78049281528
"Klaus M., Robert J.J., Randall S.R., Joshua M.D.","35760307900;57196653665;35760553600;6506148874;","Benefit transfer from multiple contingent experiments: A flexible two-step model combining individual choice data with community characteristics",2009,"American Journal of Agricultural Economics","91","5",,"1335","1342",,3,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-74549130237&doi=10.1111%2fj.1467-8276.2009.01344.x&partnerID=40&md5=ce7967506edf8fd16467cbcd31139c41",Article,Scopus,2-s2.0-74549130237
"Robert J.J., Joshua M.D.","57196653665;6506148874;","Informing preservation of multifunctional agriculture when primary research is unavailable: An application of meta-analysis",2009,"American Journal of Agricultural Economics","91","5",,"1353","1359",,10,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-74549212733&doi=10.1111%2fj.1467-8276.2009.01347.x&partnerID=40&md5=b831c832b89c5a0e7a2e1ceea5a2dcf1",Article,Scopus,2-s2.0-74549212733
"Czajkowski M., Buszko-Briggs M., Hanley N.","26655387000;8270962800;7005750378;","Valuing changes in forest biodiversity",2009,"Ecological Economics","68","12",,"2910","2917",,44,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-69449083980&doi=10.1016%2fj.ecolecon.2009.06.016&partnerID=40&md5=079a58228bb556df48266c3665e2aa1f",Article,Scopus,2-s2.0-69449083980
"Colombo S., Angus A., Morris J., Parsons D.J., Brawn M., Stacey K., Hanley N.","56268441100;8086604300;15751289900;24353424800;26867571700;57198197500;7005750378;","A comparison of citizen and ""expert"" preferences using an attribute-based approach to choice",2009,"Ecological Economics","68","11",,"2834","2841",,22,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-68249152359&doi=10.1016%2fj.ecolecon.2009.06.001&partnerID=40&md5=79474f59ec9830410361c451872955cf",Article,Scopus,2-s2.0-68249152359
"Collins J.P., Vossler C.A.","35209466700;6602985643;","Incentive compatibility tests of choice experiment value elicitation questions",2009,"Journal of Environmental Economics and Management","58","2",,"226","235",,27,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-68049095243&doi=10.1016%2fj.jeem.2009.04.004&partnerID=40&md5=af35a641b815cf3104f905ba594b7e82",Article,Scopus,2-s2.0-68049095243
"Bateman I.J., Day B.H., Jones A.P., Jude S.","7005934781;7203035599;7407101741;55964716600;","Reducing gain-loss asymmetry: A virtual reality choice experiment valuing land use change",2009,"Journal of Environmental Economics and Management","58","1",,"106","118",,94,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-67349288075&doi=10.1016%2fj.jeem.2008.05.003&partnerID=40&md5=e97f27000e1b75069cf3fba607a54137",Article,Scopus,2-s2.0-67349288075
"Gao Z., Schroeder T.C.","24075689500;7202054130;","Effects of label information on consumer willingness-to-pay for food attributes",2009,"American Journal of Agricultural Economics","91","3",,"795","809",,91,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-65249172852&doi=10.1111%2fj.1467-8276.2009.01259.x&partnerID=40&md5=b5cf57bc437b3dd62dd204fa6a247292",Article,Scopus,2-s2.0-65249172852
"Corrigan J.R., Depositario D.P.T., Nayga Jr. R.M., Wu X., Laude T.P.","8330457400;25924801800;7003839193;56129604800;25925078200;","Comparing open-ended choice experiments and experimental auctions: An application to golden rice",2009,"American Journal of Agricultural Economics","91","3",,"837","853",,55,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-67049114263&doi=10.1111%2fj.1467-8276.2009.01267.x&partnerID=40&md5=50ac62c647e066105c4daa2d8cb11804",Article,Scopus,2-s2.0-67049114263
"Arunachalam B., Henneberry S.R., Lusk J.L., Norwood F.B.","26646277500;6602789118;7004997535;8705689600;","An empirical investigation into the excessive-choice effect",2009,"American Journal of Agricultural Economics","91","3",,"810","825",,26,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-67049162351&doi=10.1111%2fj.1467-8276.2009.01260.x&partnerID=40&md5=94e01d09d983ffa125f925e479758491",Article,Scopus,2-s2.0-67049162351
"Araña J.E., León C.J.","7005207170;7101886256;","Understanding the use of non-compensatory decision rules in discrete choice experiments: The role of emotions",2009,"Ecological Economics","68","8-9",,"2316","2326",,32,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-65649116942&doi=10.1016%2fj.ecolecon.2009.03.003&partnerID=40&md5=6e6edf91b5e7c81f520e30157636b098",Article,Scopus,2-s2.0-65649116942
"Hoyos D., Mariel P., Fernández-Macho J.","26537598700;6603591242;23027490600;","The influence of cultural identity on the WTP to protect natural resources: Some empirical evidence",2009,"Ecological Economics","68","8-9",,"2372","2381",,46,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-65649088287&doi=10.1016%2fj.ecolecon.2009.03.015&partnerID=40&md5=3cf0ba365be32a1b5b3092e1be0cd02e",Article,Scopus,2-s2.0-65649088287
"Johnston R.J., Duke J.M.","7403679025;7102496030;","Willingness to pay for land preservation across states and jurisdictional scale: Implications for benefit transfer",2009,"Land Economics","85","2",,"217","237",,49,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-66549126400&doi=10.3368%2fle.85.2.217&partnerID=40&md5=2dab50bec80eb4315d102e4cac96f031",Article,Scopus,2-s2.0-66549126400
"Fenichel E.P., Lupi F., Hoehn J.P., Kaplowitz M.D.","9335127600;6701734845;7005649244;7003313955;","Split-sample tests of ""no opinion"" responses in an attribute-based choice model",2009,"Land Economics","85","2",,"348","362",,18,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-66549112093&doi=10.3368%2fle.85.2.348&partnerID=40&md5=2e8a4aac160205aa62795e4b3396d098",Article,Scopus,2-s2.0-66549112093
"Masclet D., Colombier N., Denant-Boemont L., Lohéac Y.","18233818900;24491496400;6506858602;11639360700;","Group and individual risk preferences: A lottery-choice experiment with self-employed and salaried workers",2009,"Journal of Economic Behavior and Organization","70","3",,"470","484",,62,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84859754442&doi=10.1016%2fj.jebo.2007.11.002&partnerID=40&md5=9e75ab6cd41509bf76d58178fb491464",Article,Scopus,2-s2.0-84859754442
"Bosworth R., Cameron T.A., DeShazo J.R.","16549271500;26643636100;6602870758;","Demand for environmental policies to improve health: Evaluating community-level policy scenarios",2009,"Journal of Environmental Economics and Management","57","3",,"293","308",,27,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-64049100950&doi=10.1016%2fj.jeem.2008.07.009&partnerID=40&md5=b46b36e714671f8fb44269df6ae08742",Article,Scopus,2-s2.0-64049100950
"Aalbers R., van der Heijden E., Potters J., van Soest D., Vollebergh H.","16404180900;56243798600;56274822500;6701743982;6506813005;","Technology adoption subsidies: An experiment with managers",2009,"Energy Economics","31","3",,"431","442",,10,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-62949208665&doi=10.1016%2fj.eneco.2008.12.002&partnerID=40&md5=b1ce2391e742a59cae0b91671c49c4b2",Article,Scopus,2-s2.0-62949208665
"Chang J.B., Lusk J.L., Norwood B.F.","57199040166;7004997535;8705689600;","How closely do hypothetical surveys and laboratory experiments predict field behavior?",2009,"American Journal of Agricultural Economics","91","2",,"518","534",,101,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-64649096117&doi=10.1111%2fj.1467-8276.2008.01242.x&partnerID=40&md5=4dda66da23a9439d5157f917d64a9b82",Article,Scopus,2-s2.0-64649096117
"Balcombe K., Chalak A., Fraser I.","6701753683;24504470400;55753411600;","Model selection for the mixed logit with Bayesian estimation",2009,"Journal of Environmental Economics and Management","57","2",,"226","237",,56,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-60449112786&doi=10.1016%2fj.jeem.2008.06.001&partnerID=40&md5=88a80c461e8e0de8ad87f5912b9bb5d6",Article,Scopus,2-s2.0-60449112786
"Álvarez-Farizo B., Gil J.M., Howard B.J.","6506098810;14063394800;7202678474;","Impacts from restoration strategies: Assessment through valuation workshops",2009,"Ecological Economics","68","3",,"787","797",,15,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-57149123292&doi=10.1016%2fj.ecolecon.2008.06.012&partnerID=40&md5=09f993daf07d35fcb6d054ecfb070eb8",Article,Scopus,2-s2.0-57149123292
"Olsen S.B.","20535258800;","Choosing Between Internet and Mail Survey Modes for Choice Experiment Surveys Considering Non-Market Goods",2009,"Environmental and Resource Economics","44","4",,"591","610",,103,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-72249118608&doi=10.1007%2fs10640-009-9303-7&partnerID=40&md5=49efd9f8b90205f35282b1619d659726",Article,Scopus,2-s2.0-72249118608
"Meyerhoff J., Liebe U.","12784168600;23982874600;","Status quo effect in choice experiments: Empirical evidence on attitudes and choice task complexity",2009,"Land Economics","85","3",,"515","528",,65,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-70350339709&doi=10.3368%2fle.85.3.515&partnerID=40&md5=1fff7a8273a33eadb87a1ff8024a6422",Article,Scopus,2-s2.0-70350339709
"Kataria M.","26648777400;","Willingness to pay for environmental improvements in hydropower regulated rivers",2009,"Energy Economics","31","1",,"69","76",,35,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-56949090168&doi=10.1016%2fj.eneco.2008.07.005&partnerID=40&md5=ffeb61155fdabdb6fe49020261c1aaa9",Article,Scopus,2-s2.0-56949090168
